,UM25C Excel,,,,,,
,,,,,2.999935598,<5,5
公司：杭州睿登科技,,表格数据,,,,,
Voltage-Current,,,,,,,
  Time （s）,  Voltage  (V),  Current  (A),,,,,
190,5.085,1.2807,6.5123595,3.512423902,,,
191,5.085,1.2852,6.535242,3.535306402,,,
192,5.086,1.2909,6.5655174,3.565581802,,,
193,5.086,1.2834,6.5273724,3.527436802,,,
194,5.085,1.2834,6.526089,3.526153402,,,
195,5.088,1.2929,6.5782752,3.578339602,,,
196,5.088,1.2836,6.5309568,3.531021202,,,
197,5.087,1.2874,6.5490038,3.549068202,,,
198,5.087,1.2874,6.5490038,3.549068202,,,
199,5.079,1.3247,6.7281513,3.728215702,,,
200,5.079,1.3797,7.0074963,4.007560702,,,
201,5.079,1.394,7.080126,4.080190402,,,
202,5.077,1.2106,6.1462162,3.146280602,,,
203,5.086,1.2106,6.1571116,3.157176002,,,
204,5.085,1.2879,6.5489715,3.549035902,,,
205,5.085,1.284,6.52914,3.529204402,,,
206,5.084,1.2868,6.5420912,3.542155602,,,
207,5.085,1.2868,6.543378,3.543442402,,,
208,5.08,1.2905,6.55574,3.555804402,,,
209,5.08,1.3461,6.838188,3.838252402,,,
210,5.079,1.3465,6.8388735,3.838937902,,,
211,5.078,1.2974,6.5881972,3.588261602,,,
212,5.087,1.2974,6.5998738,3.599938202,,,
213,5.086,1.3117,6.6713062,3.671370602,,,
214,5.086,1.2964,6.5934904,3.593554802,,,
215,5.085,1.2963,6.5916855,3.591749902,,,
216,5.086,1.2963,6.5929818,3.593046202,,,
217,5.086,1.2966,6.5945076,3.594572002,,,
218,5.086,1.304,6.632144,3.632208402,,,
219,5.096,1.2905,6.576388,3.576452402,,,
220,5.085,1.2902,6.560667,3.560731402,,,
221,5.087,1.2902,6.5632474,3.563311802,,,
222,5.086,1.2889,6.5553454,3.555409802,,,
223,5.086,1.2811,6.5156746,3.515739002,,,
224,5.083,1.2891,6.5524953,3.552559702,,,
225,5.086,1.2891,6.5563626,3.556427002,,,
226,5.085,1.293,6.574905,3.574969402,,,
227,5.085,1.2933,6.5764305,3.576494902,,,
228,5.085,1.2968,6.594228,3.594292402,,,
229,5.082,1.3634,6.9287988,3.928863202,,,
230,5.075,1.3634,6.919255,3.919319402,,,
231,5.077,1.3431,6.8189187,3.818983102,,,
232,5.077,1.34,6.80318,3.803244402,,,
233,5.086,1.2893,6.5573798,3.557444202,,,
234,5.084,1.2893,6.5548012,3.554865602,,,
235,5.084,1.2284,6.2451856,3.245250002,,,
236,5.084,1.2952,6.5847968,3.584861202,,,
237,5.085,1.304,6.63084,3.630904402,,,
238,5.084,1.304,6.629536,3.629600402,,,
239,5.084,1.3082,6.6508888,3.650953202,,,
240,5.084,1.287,6.543108,3.543172402,,,
241,5.084,1.3054,6.6366536,3.636718002,,,
242,5.085,1.2952,6.586092,3.586156402,,,
243,5.085,1.2952,6.586092,3.586156402,,,
244,5.085,1.2936,6.577956,3.578020402,,,
245,5.085,1.2962,6.591177,3.591241402,,,
246,5.083,1.294,6.577402,3.577466402,,,
247,5.083,1.294,6.577402,3.577466402,,,
248,5.084,1.3186,6.7037624,3.703826802,,,
249,5.085,1.3137,6.6801645,3.680228902,,,
250,5.085,1.3239,6.7320315,3.732095902,,,
251,5.076,1.3584,6.8952384,3.895302802,,,
252,5.079,1.3584,6.8993136,3.899378002,,,
253,5.077,1.3453,6.8300881,3.830152502,,,
254,5.077,1.3311,6.7579947,3.758059102,,,
255,5.076,1.4052,7.1327952,4.132859602,,,
256,5.073,1.4052,7.1285796,4.128644002,,,
257,5.073,1.4276,7.2422148,4.242279202,,,
258,5.073,1.4205,7.2061965,4.206260902,,,
259,5.073,1.4203,7.2051819,4.205246302,,,
260,5.073,1.418,7.193514,4.193578402,,,
261,5.072,1.418,7.192096,4.192160402,,,
262,5.074,1.3812,7.0082088,4.008273202,,,
263,5.074,1.416,7.184784,4.184848402,,,
264,5.072,1.4293,7.2494096,4.249474002,,,
265,5.071,1.4293,7.2479803,4.248044702,,,
266,5.072,1.4109,7.1560848,4.156149202,,,
267,5.075,1.4311,7.2628325,4.262896902,,,
268,5.075,1.4052,7.13139,4.131454402,,,
269,5.074,1.4119,7.1639806,4.164045002,,,
270,5.075,1.4119,7.1653925,4.165456902,,,
271,5.073,1.4081,7.1432913,4.143355702,,,
272,5.073,1.4468,7.3396164,4.339680802,,,
273,5.072,1.3852,7.0257344,4.025798802,,,
274,5.071,1.3852,7.0243492,4.024413602,,,
275,5.073,1.3912,7.0575576,4.057622002,,,
276,5.075,1.3924,7.06643,4.066494402,,,
277,5.075,1.3759,6.9826925,3.982756902,,,
278,5.074,1.3361,6.7793714,3.779435802,,,
279,5.081,1.3361,6.7887241,3.788788502,,,
280,5.08,1.3463,6.839204,3.839268402,,,
281,5.08,1.3349,6.781292,3.781356402,,,
282,5.08,1.3394,6.804152,3.804216402,,,
283,5.091,1.3394,6.8188854,3.818949802,,,
284,5.079,1.3418,6.8150022,3.815066602,,,
285,5.08,1.3541,6.878828,3.878892402,,,
286,5.08,1.3276,6.744208,3.744272402,,,
287,5.08,1.3834,7.027672,4.027736402,,,
288,5.072,1.3834,7.0166048,4.016669202,,,
289,5.075,1.4233,7.2232475,4.223311902,,,
290,5.075,1.3616,6.91012,3.910184402,,,
291,5.076,1.4022,7.1175672,4.117631602,,,
292,5.074,1.4022,7.1147628,4.114827202,,,
293,5.075,1.4024,7.11718,4.117244402,,,
294,5.08,1.392,7.07136,4.071424402,,,
295,5.08,1.3292,6.752336,3.752400402,,,
296,5.081,1.3329,6.7724649,3.772529302,,,
297,5.081,1.3329,6.7724649,3.772529302,,,
298,5.08,1.3368,6.790944,3.791008402,,,
299,5.08,1.3382,6.798056,3.798120402,,,
300,5.08,1.3121,6.665468,3.665532402,,,
301,5.079,1.3121,6.6641559,3.664220302,,,
302,5.082,1.3229,6.7229778,3.723042202,,,
303,5.082,1.3343,6.7809126,3.780977002,,,
304,5.082,1.3298,6.7580436,3.758108002,,,
305,5.082,1.3272,6.7448304,3.744894802,,,
306,5.082,1.3272,6.7448304,3.744894802,,,
307,5.082,1.3459,6.8398638,3.839928202,,,
308,5.082,1.3376,6.7976832,3.797747602,,,
309,5.08,1.3781,7.000748,4.000812402,,,
310,5.076,1.3781,6.9952356,3.995300002,,,
311,5.075,1.3681,6.9431075,3.943171902,,,
312,5.075,1.4233,7.2232475,4.223311902,,,
313,5.074,1.3734,6.9686316,3.968696002,,,
314,5.079,1.3064,6.6352056,3.635270002,,,
315,5.08,1.3064,6.636512,3.636576402,,,
316,5.08,1.342,6.81736,3.817424402,,,
317,5.08,1.342,6.81736,3.817424402,,,
318,5.078,1.3486,6.8481908,3.848255202,,,
319,5.079,1.3486,6.8495394,3.849603802,,,
320,5.086,1.1055,5.622573,2.622637402,,,
321,5.086,1.3404,6.8172744,3.817338802,,,
322,5.08,1.3504,6.860032,3.860096402,,,
323,5.08,1.3394,6.804152,3.804216402,,,
324,5.081,1.3394,6.8054914,3.805555802,,,
325,5.082,1.3211,6.7138302,3.713894602,,,
326,5.082,1.3471,6.8459622,3.846026602,,,
327,5.081,1.3372,6.7943132,3.794377602,,,
328,5.081,1.3372,6.7943132,3.794377602,,,
329,5.08,1.3531,6.873748,3.873812402,,,
330,5.08,1.3716,6.967728,3.967792402,,,
331,5.074,1.4158,7.1837692,4.183833602,,,
332,5.071,1.3859,7.0278989,4.027963302,,,
333,5.08,1.3859,7.040372,4.040436402,,,
334,5.078,1.3455,6.832449,3.832513402,,,
335,5.078,1.3524,6.8674872,3.867551602,,,
336,5.079,1.3414,6.8129706,3.813035002,,,
337,5.078,1.3414,6.8116292,3.811693602,,,
338,5.079,1.3563,6.8886477,3.888712102,,,
339,5.073,1.37,6.95001,3.950074402,,,
340,5.073,1.3767,6.9839991,3.984063502,,,
341,5.074,1.3801,7.0026274,4.002691802,,,
342,5.077,1.3801,7.0067677,4.006832102,,,
343,5.079,1.3584,6.8993136,3.899378002,,,
344,5.079,1.3569,6.8916951,3.891759502,,,
345,5.08,1.3638,6.928104,3.928168402,,,
346,5.076,1.3638,6.9226488,3.922713202,,,
347,5.072,1.4203,7.2037616,4.203826002,,,
348,5.074,1.3924,7.0650376,4.065102002,,,
349,5.074,1.3567,6.8838958,3.883960202,,,
350,5.079,1.3457,6.8348103,3.834874702,,,
351,5.079,1.3457,6.8348103,3.834874702,,,
352,5.08,1.3425,6.8199,3.819964402,,,
353,5.08,1.3365,6.78942,3.789484402,,,
354,5.078,1.3213,6.7095614,3.709625802,,,
355,5.076,1.3213,6.7069188,3.706983202,,,
356,5.072,1.3995,7.098264,4.098328402,,,
357,5.072,1.3977,7.0891344,4.089198802,,,
358,5.068,1.3427,6.8048036,3.804868002,,,
359,5.08,1.3376,6.795008,3.795072402,,,
360,5.08,1.3376,6.795008,3.795072402,,,
361,5.081,1.34,6.80854,3.808604402,,,
362,5.081,1.3366,6.7912646,3.791329002,,,
363,5.08,1.3396,6.805168,3.805232402,,,
364,5.08,1.3396,6.805168,3.805232402,,,
365,5.08,1.3506,6.861048,3.861112402,,,
366,5.08,1.3365,6.78942,3.789484402,,,
367,5.08,1.3404,6.809232,3.809296402,,,
368,5.08,1.34,6.8072,3.807264402,,,
369,5.08,1.34,6.8072,3.807264402,,,
370,5.08,1.3403,6.808724,3.808788402,,,
371,5.08,1.3382,6.798056,3.798120402,,,
372,5.08,1.3355,6.78434,3.784404402,,,
373,5.079,1.3355,6.7830045,3.783068902,,,
374,5.081,1.3296,6.7556976,3.755762002,,,
375,5.081,1.3361,6.7887241,3.788788502,,,
376,5.08,1.3404,6.809232,3.809296402,,,
377,5.08,1.3504,6.860032,3.860096402,,,
378,5.079,1.3504,6.8586816,3.858746002,,,
379,5.081,1.3306,6.7607786,3.760843002,,,
380,5.081,1.3361,6.7887241,3.788788502,,,
381,5.081,1.3541,6.8801821,3.880246502,,,
382,5.081,1.3541,6.8801821,3.880246502,,,
383,5.081,1.3343,6.7795783,3.779642702,,,
384,5.081,1.3453,6.8354693,3.835533702,,,
385,5.08,1.3345,6.77926,3.779324402,,,
386,5.08,1.3402,6.808216,3.808280402,,,
387,5.08,1.3402,6.808216,3.808280402,,,
388,5.08,1.3455,6.83514,3.835204402,,,
389,5.08,1.3394,6.804152,3.804216402,,,
390,5.08,1.3879,7.050532,4.050596402,,,
391,5.071,1.3879,7.0380409,4.038105302,,,
392,5.07,1.4266,7.232862,4.232926402,,,
393,5.07,1.3942,7.068594,4.068658402,,,
394,5.079,1.3378,6.7946862,3.794750602,,,
395,5.08,1.3504,6.860032,3.860096402,,,
396,5.091,1.3504,6.8748864,3.874950802,,,
397,5.081,1.3388,6.8024428,3.802507202,,,
398,5.081,1.337,6.793297,3.793361402,,,
399,5.08,1.3806,7.013448,4.013512402,,,
400,5.073,1.3806,7.0037838,4.003848202,,,
401,5.073,1.4115,7.1605395,4.160603902,,,
402,5.073,1.4115,7.1605395,4.160603902,,,
403,5.072,1.4166,7.1849952,4.185059602,,,
404,5.072,1.4134,7.1687648,4.168829202,,,
405,5.074,1.4134,7.1715916,4.171656002,,,
406,5.072,1.4048,7.1251456,4.125210002,,,
407,5.072,1.4085,7.143912,4.143976402,,,
408,5.073,1.4056,7.1306088,4.130673202,,,
409,5.073,1.4056,7.1306088,4.130673202,,,
410,5.073,1.4056,7.1306088,4.130673202,,,
411,5.073,1.4136,7.1711928,4.171257202,,,
412,5.073,1.4158,7.1823534,4.182417802,,,
413,5.074,1.4159,7.1842766,4.184341002,,,
414,5.073,1.4159,7.1828607,4.182925102,,,
415,5.073,1.3987,7.0956051,4.095669502,,,
416,5.073,1.3962,7.0829226,4.082987002,,,
417,5.073,1.4079,7.1422767,4.142341102,,,
418,5.075,1.4079,7.1450925,4.145156902,,,
419,5.079,1.3433,6.8226207,3.822685102,,,
420,5.079,1.3516,6.8647764,3.864840802,,,
421,5.08,1.3451,6.833108,3.833172402,,,
422,5.079,1.3526,6.8698554,3.869919802,,,
423,5.08,1.3526,6.871208,3.871272402,,,
424,5.079,1.3445,6.8287155,3.828779902,,,
425,5.079,1.3435,6.8236365,3.823700902,,,
426,5.078,1.3418,6.8136604,3.813724802,,,
427,5.078,1.3418,6.8136604,3.813724802,,,
428,5.088,1.3443,6.8397984,3.839862802,,,
429,5.088,1.3425,6.83064,3.830704402,,,
430,5.079,1.3484,6.8485236,3.848588002,,,
431,5.079,1.3453,6.8327787,3.832843102,,,
432,5.08,1.3453,6.834124,3.834188402,,,
433,5.079,1.3506,6.8596974,3.859761802,,,
434,5.079,1.3441,6.8266839,3.826748302,,,
435,5.079,1.37,6.95823,3.958294402,,,
436,5.073,1.37,6.95001,3.950074402,,,
437,5.075,1.4125,7.1684375,4.168501902,,,
438,5.075,1.3885,7.0466375,4.046701902,,,
439,5.077,1.3451,6.8290727,3.829137102,,,
440,5.08,1.3484,6.849872,3.849936402,,,
441,5.08,1.3484,6.849872,3.849936402,,,
442,5.08,1.3669,6.943852,3.943916402,,,
443,5.08,1.338,6.79704,3.797104402,,,
444,5.079,1.2534,6.3660186,3.366083002,,,
445,5.078,1.2534,6.3647652,3.364829602,,,
446,5.079,1.3518,6.8657922,3.865856602,,,
447,5.079,1.3561,6.8876319,3.887696302,,,
448,5.079,1.4187,7.2055773,4.205641702,,,
449,5.07,1.3954,7.074678,4.074742402,,,
450,5.073,1.3954,7.0788642,4.078928602,,,
451,5.073,1.4079,7.1422767,4.142341102,,,
452,5.073,1.362,6.909426,3.909490402,,,
453,5.076,1.4093,7.1536068,4.153671202,,,
454,5.071,1.4093,7.1465603,4.146624702,,,
455,5.073,1.4013,7.1087949,4.108859302,,,
456,5.071,1.4217,7.2094407,4.209505102,,,
457,5.071,1.4213,7.2074123,4.207476702,,,
458,5.073,1.3942,7.0727766,4.072841002,,,
459,5.074,1.3942,7.0741708,4.074235202,,,
460,5.074,1.3854,7.0295196,4.029584002,,,
461,5.074,1.4123,7.1660102,4.166074602,,,
462,5.071,1.4009,7.1039639,4.104028302,,,
463,5.073,1.4009,7.1067657,4.106830102,,,
464,5.07,1.4101,7.149207,4.149271402,,,
465,5.07,1.4091,7.144137,4.144201402,,,
466,5.071,1.4187,7.1942277,4.194292102,,,
467,5.071,1.414,7.170394,4.170458402,,,
468,5.069,1.414,7.167566,4.167630402,,,
469,5.07,1.2923,6.551961,3.552025402,,,
470,5.07,1.4333,7.266831,4.266895402,,,
471,5.07,1.3967,7.081269,4.081333402,,,
472,5.074,1.3967,7.0868558,4.086920202,,,
473,5.071,1.4125,7.1627875,4.162851902,,,
474,5.071,1.4292,7.2474732,4.247537602,,,
475,5.071,1.4329,7.2662359,4.266300302,,,
476,5.072,1.4215,7.209848,4.209912402,,,
477,5.074,1.4215,7.212691,4.212755402,,,
478,5.073,1.3897,7.0499481,4.050012502,,,
479,5.073,1.3946,7.0748058,4.074870202,,,
480,5.073,1.3932,7.0677036,4.067768002,,,
481,5.073,1.3932,7.0677036,4.067768002,,,
482,5.074,1.3929,7.0675746,4.067639002,,,
483,5.074,1.3983,7.0949742,4.095038602,,,
484,5.073,1.3877,7.0398021,4.039866502,,,
485,5.07,1.3889,7.041723,4.041787402,,,
486,5.077,1.3889,7.0514453,4.051509702,,,
487,5.079,1.3361,6.7860519,3.786116302,,,
488,5.079,1.348,6.846492,3.846556402,,,
489,5.08,1.3583,6.900164,3.900228402,,,
490,5.08,1.3583,6.900164,3.900228402,,,
491,5.079,1.3386,6.7987494,3.798813802,,,
492,5.079,1.3565,6.8896635,3.889727902,,,
493,5.079,1.34,6.80586,3.805924402,,,
494,5.079,1.34,6.80586,3.805924402,,,
495,5.079,1.3439,6.8256681,3.825732502,,,
496,5.08,1.3394,6.804152,3.804216402,,,
497,5.08,1.3435,6.82498,3.825044402,,,
498,5.078,1.3486,6.8481908,3.848255202,,,
499,5.079,1.3486,6.8495394,3.849603802,,,
500,5.078,1.35,6.8553,3.855364402,,,
501,5.078,1.3243,6.7247954,3.724859802,,,
502,5.079,1.342,6.816018,3.816082402,,,
503,5.077,1.342,6.813334,3.813398402,,,
504,5.079,1.3478,6.8454762,3.845540602,,,
505,5.079,1.3539,6.8764581,3.876522502,,,
506,5.079,1.35,6.85665,3.856714402,,,
507,5.079,1.3425,6.8185575,3.818621902,,,
508,5.08,1.3425,6.8199,3.819964402,,,
509,5.08,1.3579,6.898132,3.898196402,,,
510,5.08,1.3388,6.801104,3.801168402,,,
511,5.08,1.3563,6.890004,3.890068402,,,
512,5.076,1.3563,6.8845788,3.884643202,,,
513,5.074,1.3891,7.0482934,4.048357802,,,
514,5.074,1.3907,7.0564118,4.056476202,,,
515,5.074,1.4107,7.1578918,4.157956202,,,
516,5.08,1.3416,6.815328,3.815392402,,,
517,5.079,1.3416,6.8139864,3.814050802,,,
518,5.08,1.3573,6.895084,3.895148402,,,
519,5.08,1.3406,6.810248,3.810312402,,,
520,5.079,1.3406,6.8089074,3.808971802,,,
521,5.079,1.3406,6.8089074,3.808971802,,,
522,5.079,1.3374,6.7926546,3.792719002,,,
523,5.079,1.3437,6.8246523,3.824716702,,,
524,5.08,1.3378,6.796024,3.796088402,,,
525,5.08,1.3396,6.805168,3.805232402,,,
526,5.08,1.3396,6.805168,3.805232402,,,
527,5.08,1.3423,6.818884,3.818948402,,,
528,5.08,1.3575,6.8961,3.896164402,,,
529,5.08,1.3414,6.814312,3.814376402,,,
530,5.08,1.3414,6.814312,3.814376402,,,
531,5.08,1.3411,6.812788,3.812852402,,,
532,5.08,1.3561,6.888988,3.889052402,,,
533,5.078,1.342,6.814676,3.814740402,,,
534,5.08,1.342,6.81736,3.817424402,,,
535,5.08,1.342,6.81736,3.817424402,,,
536,5.078,1.3404,6.8065512,3.806615602,,,
537,5.078,1.3341,6.7745598,3.774624202,,,
538,5.08,1.3445,6.83006,3.830124402,,,
539,5.116,1.3445,6.878462,3.878526402,,,
540,5.08,0.9831,4.994148,1.994212402,,,
541,5.08,1.338,6.79704,3.797104402,,,
542,5.08,1.3355,6.78434,3.784404402,,,
543,5.08,1.3331,6.772148,3.772212402,,,
544,5.08,1.3331,6.772148,3.772212402,,,
545,5.08,1.3496,6.855968,3.856032402,,,
546,5.08,1.3416,6.815328,3.815392402,,,
547,5.08,1.3535,6.87578,3.875844402,,,
548,5.08,1.3535,6.87578,3.875844402,,,
549,5.08,1.3368,6.790944,3.791008402,,,
550,5.08,1.3366,6.789928,3.789992402,,,
551,5.08,1.3349,6.781292,3.781356402,,,
552,5.08,1.3404,6.809232,3.809296402,,,
553,5.08,1.3404,6.809232,3.809296402,,,
554,5.08,1.3408,6.811264,3.811328402,,,
555,5.08,1.3357,6.785356,3.785420402,,,
556,5.078,1.3392,6.8004576,3.800522002,,,
557,5.08,1.3392,6.803136,3.803200402,,,
558,5.08,1.3365,6.78942,3.789484402,,,
559,5.08,1.3378,6.796024,3.796088402,,,
560,5.08,1.3363,6.788404,3.788468402,,,
561,5.08,1.3406,6.810248,3.810312402,,,
562,5.08,1.3406,6.810248,3.810312402,,,
563,5.08,1.3386,6.800088,3.800152402,,,
564,5.08,1.3518,6.867144,3.867208402,,,
565,5.08,1.3341,6.777228,3.777292402,,,
566,5.08,1.3341,6.777228,3.777292402,,,
567,5.08,1.3345,6.77926,3.779324402,,,
568,5.08,1.3355,6.78434,3.784404402,,,
569,5.08,1.3412,6.813296,3.813360402,,,
570,5.079,1.3374,6.7926546,3.792719002,,,
571,5.081,1.3374,6.7953294,3.795393802,,,
572,5.079,1.3374,6.7926546,3.792719002,,,
573,5.079,1.3384,6.7977336,3.797798002,,,
574,5.081,1.3388,6.8024428,3.802507202,,,
575,5.08,1.3389,6.801612,3.801676402,,,
576,5.08,1.3389,6.801612,3.801676402,,,
577,5.08,1.337,6.79196,3.792024402,,,
578,5.08,1.3327,6.770116,3.770180402,,,
579,5.078,1.3398,6.8035044,3.803568802,,,
580,5.08,1.3398,6.806184,3.806248402,,,
581,5.073,1.341,6.802893,3.802957402,,,
582,5.073,1.4109,7.1574957,4.157560102,,,
583,5.073,1.4403,7.3066419,4.306706302,,,
584,5.073,1.3569,6.8835537,3.883618102,,,
585,5.079,1.3569,6.8916951,3.891759502,,,
586,5.08,1.3498,6.856984,3.857048402,,,
587,5.08,1.3418,6.816344,3.816408402,,,
588,5.08,1.3406,6.810248,3.810312402,,,
589,5.08,1.3406,6.810248,3.810312402,,,
590,5.08,1.2481,6.340348,3.340412402,,,
591,5.08,1.3378,6.796024,3.796088402,,,
592,5.073,1.3859,7.0306707,4.030735102,,,
593,5.071,1.428,7.241388,4.241452402,,,
594,5.074,1.428,7.245672,4.245736402,,,
595,5.079,1.4345,7.2858255,4.285889902,,,
596,5.079,1.4011,7.1161869,4.116251302,,,
597,5.073,1.4062,7.1336526,4.133717002,,,
598,5.073,1.4062,7.1336526,4.133717002,,,
599,5.078,1.4164,7.1924792,4.192543602,,,
600,5.078,1.3584,6.8979552,3.898019602,,,
601,5.077,1.392,7.067184,4.067248402,,,
602,5.07,1.392,7.05744,4.057504402,,,
603,5.073,1.392,7.061616,4.061680402,,,
