,UM25C Excel,,,,,,
,,,,,2.999935598,<5,5
公司：杭州睿登科技,,表格数据,,,,,
Voltage-Current,,,,,,,
  Time （s）,  Voltage  (V),  Current  (A),,,,,
3024,5.073,1.3816,7.0088568,4.008921202,,,
3025,5.073,1.3414,6.8049222,3.804986602,,,
3026,5.072,1.3439,6.8162608,3.816325202,,,
3027,5.073,1.3412,6.8039076,3.803972002,,,
3028,5.069,1.3704,6.9465576,3.946622002,,,
3029,5.068,1.3802,6.9948536,3.994918002,,,
3030,5.074,1.3596,6.8986104,3.898674802,,,
3031,5.073,1.3421,6.8084733,3.808537702,,,
3032,5.074,1.3535,6.867659,3.867723402,,,
3033,5.073,1.2414,6.2976222,3.297686602,,,
3034,5.073,1.3386,6.7907178,3.790782202,,,
3035,5.073,1.3389,6.7922397,3.792304102,,,
3036,5.074,1.3671,6.9366654,3.936729802,,,
3037,5.071,1.3372,6.7809412,3.781005602,,,
3038,5.073,1.3606,6.9023238,3.902388202,,,
3039,5.11,1.0401,5.314911,2.314975402,,,
3040,5.08,1.0153,5.157724,2.157788402,,,
3041,5.07,1.372,6.95604,3.956104402,,,
3042,5.074,1.3783,6.9934942,3.993558602,,,
3043,5.074,1.3508,6.8539592,3.854023602,,,
3044,5.07,1.3771,6.981897,3.981961402,,,
3045,5.07,1.3435,6.811545,3.811609402,,,
3046,5.075,1.3579,6.8913425,3.891406902,,,
3047,5.076,1.3376,6.7896576,3.789722002,,,
3048,5.075,1.3292,6.74569,3.745754402,,,
3049,5.075,1.3319,6.7593925,3.759456902,,,
3050,5.068,1.3376,6.7789568,3.779021202,,,
3051,5.068,1.3761,6.9740748,3.974139202,,,
3052,5.074,1.3738,6.9706612,3.970725602,,,
3053,5.075,1.3351,6.7756325,3.775696902,,,
3054,5.071,1.3351,6.7702921,3.770356502,,,
3055,5.07,1.3742,6.967194,3.967258402,,,
3056,5.07,1.3728,6.960096,3.960160402,,,
3057,5.07,1.3856,7.024992,4.025056402,,,
3058,5.075,1.329,6.744675,3.744739402,,,
3059,5.07,1.33,6.7431,3.743164402,,,
3060,5.068,1.3828,7.0080304,4.008094802,,,
3061,5.069,1.3777,6.9835613,3.983625702,,,
3062,5.073,1.339,6.792747,3.792811402,,,
3063,5.069,1.3765,6.9774785,3.977542902,,,
3064,5.065,1.3746,6.962349,3.962413402,,,
3065,5.069,1.3814,7.0023166,4.002381002,,,
3066,5.061,1.4138,7.1552418,4.155306202,,,
3067,5.057,1.4565,7.3655205,4.365584902,,,
3068,5.064,1.4388,7.2860832,4.286147602,,,
3069,5.061,1.4085,7.1284185,4.128482902,,,
3070,5.054,1.4525,7.340935,4.340999402,,,
3071,5.056,1.4877,7.5218112,4.521875602,,,
3072,5.056,1.4572,7.3676032,4.367667602,,,
3073,5.056,1.4645,7.404512,4.404576402,,,
3074,5.06,1.4319,7.245414,4.245478402,,,
3075,5.058,1.4551,7.3598958,4.359960202,,,
3076,5.062,1.4602,7.3915324,4.391596802,,,
3077,5.054,1.4657,7.4076478,4.407712202,,,
3078,5.06,1.4726,7.451356,4.451420402,,,
3079,5.062,1.4543,7.3616666,4.361731002,,,
3080,5.056,1.4529,7.3458624,4.345926802,,,
3081,5.065,1.4728,7.459732,4.459796402,,,
3082,5.059,1.49,7.53791,4.537974402,,,
3083,5.06,1.4726,7.451356,4.451420402,,,
3084,5.061,1.4321,7.2478581,4.247922502,,,
3085,5.057,1.4645,7.4059765,4.406040902,,,
3086,5.061,1.4174,7.1734614,4.173525802,,,
3087,5.06,1.4457,7.315242,4.315306402,,,
3088,5.069,1.4667,7.4347023,4.434766702,,,
3089,5.073,1.3545,6.8713785,3.871442902,,,
3090,5.072,1.3449,6.8213328,3.821397202,,,
3091,5.073,1.3496,6.8465208,3.846585202,,,
3092,5.068,1.3398,6.7901064,3.790170802,,,
3093,5.073,1.3714,6.9571122,3.957176602,,,
3094,5.073,1.3418,6.8069514,3.807015802,,,
3095,5.073,1.3484,6.8404332,3.840497602,,,
3096,5.073,1.3421,6.8084733,3.808537702,,,
3097,5.079,1.3431,6.8216049,3.821669302,,,
3098,5.071,1.3465,6.8281015,3.828165902,,,
3099,5.073,1.3327,6.7607871,3.760851502,,,
3100,5.073,1.3398,6.7968054,3.796869802,,,
3101,5.072,1.3439,6.8162608,3.816325202,,,
3102,5.073,1.3278,6.7359294,3.735993802,,,
3103,5.073,1.3694,6.9469662,3.947030602,,,
3104,5.073,1.3594,6.8962362,3.896300602,,,
3105,5.074,1.341,6.804234,3.804298402,,,
3106,5.073,1.3411,6.8034003,3.803464702,,,
3107,5.073,1.3431,6.8135463,3.813610702,,,
3108,5.073,1.3435,6.8155755,3.815639902,,,
3109,5.072,1.3296,6.7437312,3.743795602,,,
3110,5.068,1.349,6.836732,3.836796402,,,
3111,5.068,1.3875,7.03185,4.031914402,,,
3112,5.07,1.3822,7.007754,4.007818402,,,
3113,5.074,1.3824,7.0142976,4.014362002,,,
3114,5.068,1.3349,6.7652732,3.765337602,,,
3115,5.069,1.394,7.066186,4.066250402,,,
3116,5.069,1.3775,6.9825475,3.982611902,,,
3117,5.073,1.3759,6.9799407,3.980005102,,,
3118,5.074,1.3349,6.7732826,3.773347002,,,
3119,5.061,1.3914,7.0418754,4.041939802,,,
3120,5.062,1.4588,7.3844456,4.384510002,,,
3121,5.062,1.4643,7.4122866,4.412351002,,,
3122,5.069,1.4417,7.3079773,4.308041702,,,
3123,5.067,1.3781,6.9828327,3.982897102,,,
3124,5.069,1.3802,6.9962338,3.996298202,,,
3125,5.068,1.3775,6.98117,3.981234402,,,
3126,5.071,1.3873,7.0349983,4.035062702,,,
3127,5.073,1.3363,6.7790499,3.779114302,,,
3128,5.068,1.3384,6.7830112,3.783075602,,,
3129,5.073,1.3551,6.8744223,3.874486702,,,
3130,5.069,1.287,6.523803,3.523867402,,,
3131,5.068,1.3763,6.9750884,3.975152802,,,
3132,5.073,1.3437,6.8165901,3.816654502,,,
3133,5.073,1.3547,6.8723931,3.872457502,,,
3134,5.071,1.3657,6.9254647,3.925529102,,,
3135,5.073,1.3425,6.8105025,3.810566902,,,
3136,5.074,1.3427,6.8128598,3.812924202,,,
3137,5.073,1.3402,6.7988346,3.798899002,,,
3138,5.07,1.3665,6.928155,3.928219402,,,
3139,5.066,1.4056,7.1207696,4.120834002,,,
3140,5.066,1.4425,7.307705,4.307769402,,,
3141,5.062,1.4042,7.1080604,4.108124802,,,
3142,5.068,1.4319,7.2568692,4.256933602,,,
3143,5.069,1.3767,6.9784923,3.978556702,,,
3144,5.073,1.3526,6.8617398,3.861804202,,,
3145,5.072,1.3349,6.7706128,3.770677202,,,
3146,5.073,1.2524,6.3534252,3.353489602,,,
3147,5.068,1.3818,7.0029624,4.003026802,,,
3148,5.067,1.3901,7.0436367,4.043701102,,,
3149,5.072,1.3441,6.8172752,3.817339602,,,
3150,5.072,1.3396,6.7944512,3.794515602,,,
3151,5.07,1.3496,6.842472,3.842536402,,,
3152,5.064,1.3916,7.0470624,4.047126802,,,
3153,5.059,1.4637,7.4048583,4.404922702,,,
3154,5.055,1.4839,7.5011145,4.501178902,,,
3155,5.061,1.4504,7.3404744,4.340538802,,,
3156,5.054,1.4625,7.391475,4.391539402,,,
3157,5.059,1.462,7.396258,4.396322402,,,
3158,5.065,1.4119,7.1512735,4.151337902,,,
3159,5.065,1.4197,7.1907805,4.190844902,,,
3160,5.067,1.3903,7.0446501,4.044714502,,,
3161,5.066,1.4384,7.2869344,4.286998802,,,
3162,5.064,1.3916,7.0470624,4.047126802,,,
3163,5.06,1.4533,7.353698,4.353762402,,,
3164,5.061,1.4777,7.4786397,4.478704102,,,
3165,5.061,1.4013,7.0919793,4.092043702,,,
3166,5.061,1.4527,7.3521147,4.352179102,,,
3167,5.068,1.3905,7.047054,4.047118402,,,
3168,5.07,1.3889,7.041723,4.041787402,,,
3169,5.073,1.3408,6.8018784,3.801942802,,,
3170,5.063,1.3476,6.8228988,3.822963202,,,
3171,5.068,1.3991,7.0906388,4.090703202,,,
3172,5.062,1.4419,7.2988978,4.298962202,,,
3173,5.062,1.4586,7.3834332,4.383497602,,,
3174,5.059,1.4627,7.3997993,4.399863702,,,
3175,5.068,1.4089,7.1403052,4.140369602,,,
3176,5.059,1.4488,7.3294792,4.329543602,,,
3177,5.054,1.5001,7.5815054,4.581569802,,,
3178,5.061,1.4893,7.5373473,4.537411702,,,
3179,5.061,1.4402,7.2888522,4.288916602,,,
3180,5.057,1.4317,7.2401069,4.240171302,,,
3181,5.058,1.4869,7.5207402,4.520804602,,,
3182,5.05,1.4812,7.48006,4.480124402,,,
3183,5.059,1.4594,7.3831046,4.383169002,,,
3184,5.062,1.4718,7.4502516,4.450316002,,,
3185,5.064,1.4637,7.4121768,4.412241202,,,
3186,5.068,1.3989,7.0896252,4.089689602,,,
3187,5.055,1.4402,7.280211,4.280275402,,,
3188,5.061,1.4806,7.4933166,4.493381002,,,
3189,5.063,1.4751,7.4684313,4.468495702,,,
3190,5.054,1.4747,7.4531338,4.453198202,,,
3191,5.057,1.4999,7.5849943,4.585058702,,,
3192,5.058,1.4233,7.1990514,4.199115802,,,
3193,5.062,1.4075,7.124765,4.124829402,,,
3194,5.067,1.4498,7.3461366,4.346201002,,,
3195,5.06,1.4451,7.312206,4.312270402,,,
3196,5.067,1.4448,7.3208016,4.320866002,,,
3197,5.073,1.3594,6.8962362,3.896300602,,,
3198,5.073,1.3555,6.8764515,3.876515902,,,
3199,5.069,1.3421,6.8031049,3.803169302,,,
3200,5.07,1.3541,6.865287,3.865351402,,,
3201,5.061,1.407,7.120827,4.120891402,,,
3202,5.061,1.4914,7.5479754,4.548039802,,,
3203,5.059,1.4631,7.4018229,4.401887302,,,
3204,5.056,1.4706,7.4353536,4.435418002,,,
3205,5.06,1.413,7.14978,4.149844402,,,
3206,5.057,1.4535,7.3503495,4.350413902,,,
3207,5.063,1.4398,7.2897074,4.289771802,,,
3208,5.068,1.3854,7.0212072,4.021271602,,,
3209,5.068,1.393,7.059724,4.059788402,,,
3210,5.082,1.3581,6.9018642,3.901928602,,,
3211,5.071,1.3579,6.8859109,3.885975302,,,
3212,5.071,1.371,6.952341,3.952405402,,,
3213,5.064,1.3626,6.9002064,3.900270802,,,
3214,5.059,1.4142,7.1544378,4.154502202,,,
3215,5.056,1.4341,7.2508096,4.250874002,,,
3216,5.055,1.4849,7.5061695,4.506233902,,,
3217,5.061,1.4716,7.4477676,4.447832002,,,
3218,5.056,1.4779,7.4722624,4.472326802,,,
3219,5.058,1.4484,7.3260072,4.326071602,,,
3220,5.055,1.4798,7.480389,4.480453402,,,
3221,5.058,1.473,7.450434,4.450498402,,,
3222,5.058,1.4881,7.5268098,4.526874202,,,
3223,5.056,1.4724,7.4444544,4.444518802,,,
3224,5.061,1.5075,7.6294575,4.629521902,,,
3225,5.054,1.4749,7.4541446,4.454209002,,,
3226,5.059,1.4274,7.2212166,4.221281002,,,
3227,5.062,1.4584,7.3824208,4.382485202,,,
3228,5.059,1.4429,7.2996311,4.299695502,,,
3229,5.06,1.461,7.39266,4.392724402,,,
3230,5.06,1.4592,7.383552,4.383616402,,,
3231,5.067,1.3875,7.0304625,4.030526902,,,
3232,5.071,1.3938,7.0679598,4.068024202,,,
3233,5.074,1.3488,6.8438112,3.843875602,,,
3234,5.066,1.3478,6.8279548,3.828019202,,,
3235,5.067,1.3977,7.0821459,4.082210302,,,
3236,5.069,1.3991,7.0920379,4.092102302,,,
3237,5.08,1.3618,6.917944,3.918008402,,,
3238,5.067,1.3653,6.9179751,3.918039502,,,
3239,5.069,1.3612,6.8999228,3.899987202,,,
3240,5.071,1.3694,6.9442274,3.944291802,,,
3241,5.07,1.3561,6.875427,3.875491402,,,
3242,5.067,1.4052,7.1201484,4.120212802,,,
3243,5.071,1.3551,6.8717121,3.871776502,,,
3244,5.065,1.3506,6.840789,3.840853402,,,
3245,5.067,1.4068,7.1282556,4.128320002,,,
3246,5.066,1.3936,7.0599776,4.060042002,,,
3247,5.06,1.4449,7.311194,4.311258402,,,
3248,5.057,1.5016,7.5935912,4.593655602,,,
3249,5.061,1.4535,7.3561635,4.356227902,,,
3250,5.068,1.438,7.287784,4.287848402,,,
3251,5.068,1.3918,7.0536424,4.053706802,,,
3252,5.073,1.3806,7.0037838,4.003848202,,,
3253,5.07,1.3435,6.811545,3.811609402,,,
3254,5.114,1.3463,6.8849782,3.885042602,,,
3255,5.069,1.3661,6.9247609,3.924825302,,,
3256,5.069,1.3738,6.9637922,3.963856602,,,
3257,5.074,1.3351,6.7742974,3.774361802,,,
3258,5.073,1.3347,6.7709331,3.770997502,,,
3259,5.074,1.3082,6.6378068,3.637871202,,,
3260,5.073,1.3331,6.7628163,3.762880702,,,
3261,5.073,1.3366,6.7805718,3.780636202,,,
3262,5.074,1.3347,6.7722678,3.772332202,,,
3263,5.073,1.3365,6.7800645,3.780128902,,,
3264,5.072,1.3402,6.7974944,3.797558802,,,
3265,5.073,1.3378,6.7866594,3.786723802,,,
3266,5.073,1.3388,6.7917324,3.791796802,,,
3267,5.073,1.3363,6.7790499,3.779114302,,,
3268,5.073,1.3376,6.7856448,3.785709202,,,
3269,5.074,1.3345,6.771253,3.771317402,,,
3270,5.074,1.3408,6.8032192,3.803283602,,,
3271,5.075,1.3308,6.75381,3.753874402,,,
3272,5.075,1.331,6.754825,3.754889402,,,
3273,5.074,1.337,6.783938,3.784002402,,,
3274,5.073,1.3292,6.7430316,3.743096002,,,
3275,5.07,1.2571,6.373497,3.373561402,,,
3276,5.07,1.3363,6.775041,3.775105402,,,
3277,5.072,1.3769,6.9836368,3.983701202,,,
3278,5.068,1.3628,6.9066704,3.906734802,,,
3279,5.06,1.4079,7.123974,4.124038402,,,
3280,5.062,1.4447,7.3130714,4.313135802,,,
3281,5.061,1.4415,7.2954315,4.295495902,,,
3282,5.067,1.4237,7.2138879,4.213952302,,,
3283,5.068,1.3983,7.0865844,4.086648802,,,
3284,5.071,1.3647,6.9203937,3.920458102,,,
3285,5.067,1.3761,6.9726987,3.972763102,,,
3286,5.063,1.4207,7.1930041,4.193068502,,,
3287,5.056,1.4252,7.2058112,4.205875602,,,
3288,5.066,1.4574,7.3831884,4.383252802,,,
3289,5.07,1.3824,7.008768,4.008832402,,,
3290,5.067,1.3528,6.8546376,3.854702002,,,
3291,5.068,1.3875,7.03185,4.031914402,,,
3292,5.07,1.3926,7.060482,4.060546402,,,
3293,5.073,1.3443,6.8196339,3.819698302,,,
3294,5.073,1.3433,6.8145609,3.814625302,,,
3295,5.068,1.404,7.115472,4.115536402,,,
3296,5.068,1.3869,7.0288092,4.028873602,,,
3297,5.072,1.3469,6.8314768,3.831541202,,,
3298,5.073,1.3482,6.8394186,3.839483002,,,
3299,5.069,1.342,6.802598,3.802662402,,,
3300,5.065,1.3865,7.0226225,4.022686902,,,
3301,5.068,1.386,7.024248,4.024312402,,,
3302,5.073,1.3494,6.8455062,3.845570602,,,
3303,5.068,1.3832,7.0100576,4.010122002,,,
3304,5.068,1.3834,7.0110712,4.011135602,,,
3305,5.067,1.385,7.017795,4.017859402,,,
3306,5.068,1.3964,7.0769552,4.077019602,,,
3307,5.073,1.3418,6.8069514,3.807015802,,,
3308,5.073,1.3421,6.8084733,3.808537702,,,
3309,5.066,1.3871,7.0270486,4.027113002,,,
3310,5.068,1.3848,7.0181664,4.018230802,,,
3311,5.066,1.3922,7.0528852,4.052949602,,,
3312,5.068,1.3793,6.9902924,3.990356802,,,
3313,5.072,1.3524,6.8593728,3.859437202,,,
3314,5.066,1.3744,6.9627104,3.962774802,,,
3315,5.061,1.3924,7.0469364,4.047000802,,,
3316,5.061,1.4826,7.5034386,4.503503002,,,
3317,5.06,1.4887,7.532822,4.532886402,,,
3318,5.066,1.4775,7.485015,4.485079402,,,
3319,5.071,1.3465,6.8281015,3.828165902,,,
3320,5.072,1.36,6.89792,3.897984402,,,
3321,5.071,1.3488,6.8397648,3.839829202,,,
3322,5.067,1.3981,7.0841727,4.084237102,,,
3323,5.078,1.3909,7.0629902,4.063054602,,,
3324,5.072,1.3441,6.8172752,3.817339602,,,
3325,5.071,1.352,6.855992,3.856056402,,,
3326,5.072,1.3577,6.8862544,3.886318802,,,
3327,5.063,1.3508,6.8391004,3.839164802,,,
3328,5.06,1.4478,7.325868,4.325932402,,,
3329,5.056,1.4537,7.3499072,4.349971602,,,
3330,5.067,1.4356,7.2741852,4.274249602,,,
3331,5.067,1.4103,7.1459901,4.146054502,,,
3332,5.067,1.394,7.063398,4.063462402,,,
3333,5.072,1.3473,6.8335056,3.833570002,,,
3334,5.072,1.3447,6.8203184,3.820382802,,,
3335,5.072,1.3478,6.8360416,3.836106002,,,
3336,5.07,1.3488,6.838416,3.838480402,,,
3337,5.073,1.3488,6.8424624,3.842526802,,,
3338,5.072,1.3449,6.8213328,3.821397202,,,
3339,5.084,1.342,6.822728,3.822792402,,,
3340,5.072,1.338,6.786336,3.786400402,,,
3341,5.073,1.3421,6.8084733,3.808537702,,,
3342,5.072,1.3661,6.9288592,3.928923602,,,
3343,5.072,1.3529,6.8619088,3.861973202,,,
3344,5.071,1.3526,6.8590346,3.859099002,,,
3345,5.071,1.3649,6.9214079,3.921472302,,,
3346,5.072,1.3502,6.8482144,3.848278802,,,
3347,5.072,1.3545,6.870024,3.870088402,,,
3348,5.071,1.3512,6.8519352,3.851999602,,,
3349,5.072,1.3598,6.8969056,3.896970002,,,
3350,5.066,1.3451,6.8142766,3.814341002,,,
3351,5.067,1.393,7.058331,4.058395402,,,
3352,5.071,1.3956,7.0770876,4.077152002,,,
3353,5.072,1.3694,6.9455968,3.945661202,,,
3354,5.069,1.3575,6.8811675,3.881231902,,,
3355,5.065,1.3938,7.059597,4.059661402,,,
3356,5.067,1.4129,7.1591643,4.159228702,,,
3357,5.072,1.3956,7.0784832,4.078547602,,,
3358,5.07,1.3526,6.857682,3.857746402,,,
3359,5.068,1.3526,6.8549768,3.855041202,,,
3360,5.067,1.4142,7.1657514,4.165815802,,,
3361,5.065,1.393,7.055545,4.055609402,,,
3362,5.065,1.36,6.8884,3.888464402,,,
3363,5.064,1.4301,7.2420264,4.242090802,,,
3364,5.056,1.4563,7.3630528,4.363117202,,,
3365,5.059,1.4953,7.5647227,4.564787102,,,
3366,5.068,1.3954,7.0718872,4.071951602,,,
3367,5.07,1.3626,6.908382,3.908446402,,,
3368,5.072,1.3549,6.8720528,3.872117202,,,
3369,5.067,1.3535,6.8581845,3.858248902,,,
3370,5.066,1.396,7.072136,4.072200402,,,
3371,5.073,1.3877,7.0398021,4.039866502,,,
3372,5.071,1.3453,6.8220163,3.822080702,,,
3373,5.073,1.351,6.853623,3.853687402,,,
3374,5.073,1.3441,6.8186193,3.818683702,,,
3375,5.072,1.3445,6.819304,3.819368402,,,
3376,5.072,1.3465,6.829448,3.829512402,,,
3377,5.073,1.341,6.802893,3.802957402,,,
3378,5.072,1.3565,6.880168,3.880232402,,,
3379,5.072,1.3435,6.814232,3.814296402,,,
3380,5.073,1.3476,6.8363748,3.836439202,,,
3381,5.072,1.3478,6.8360416,3.836106002,,,
3382,5.073,1.3431,6.8135463,3.813610702,,,
3383,5.071,1.3465,6.8281015,3.828165902,,,
3384,5.072,1.3408,6.8005376,3.800602002,,,
3385,5.072,1.3319,6.7553968,3.755461202,,,
3386,5.071,1.3451,6.8210021,3.821066502,,,
3387,5.073,1.3439,6.8176047,3.817669102,,,
3388,5.073,1.2514,6.3483522,3.348416602,,,
3389,5.072,1.3457,6.8253904,3.825454802,,,
3390,5.073,1.3431,6.8135463,3.813610702,,,
3391,5.072,1.3343,6.7675696,3.767634002,,,
3392,5.069,1.3561,6.8740709,3.874135302,,,
3393,5.07,1.3541,6.865287,3.865351402,,,
3394,5.071,1.3488,6.8397648,3.839829202,,,
3395,5.073,1.3488,6.8424624,3.842526802,,,
3396,5.072,1.3473,6.8335056,3.833570002,,,
3397,5.071,1.3484,6.8377364,3.837800802,,,
3398,5.072,1.3496,6.8451712,3.845235602,,,
3399,5.072,1.3469,6.8314768,3.831541202,,,
3400,5.072,1.349,6.842128,3.842192402,,,
3401,5.072,1.3488,6.8411136,3.841178002,,,
3402,5.071,1.3579,6.8859109,3.885975302,,,
3403,5.072,1.3683,6.9400176,3.940082002,,,
3404,5.072,1.2547,6.3638384,3.363902802,,,
3405,5.071,1.3531,6.8615701,3.861634502,,,
3406,5.071,1.3549,6.8706979,3.870762302,,,
3407,5.072,1.3488,6.8411136,3.841178002,,,
3408,5.07,1.3535,6.862245,3.862309402,,,
3409,5.072,1.3478,6.8360416,3.836106002,,,
3410,5.067,1.3508,6.8445036,3.844568002,,,
3411,5.067,1.3928,7.0573176,4.057382002,,,
3412,5.071,1.3927,7.0623817,4.062446102,,,
3413,5.073,1.3471,6.8338383,3.833902702,,,
3414,5.067,1.3734,6.9590178,3.959082202,,,
3415,5.056,1.4898,7.5324288,4.532493202,,,
3416,5.055,1.5012,7.588566,4.588630402,,,
3417,5.054,1.5079,7.6209266,4.620991002,,,
3418,5.051,1.4932,7.5421532,4.542217602,,,
3419,5.057,1.4741,7.4545237,4.454588102,,,
3420,5.059,1.4513,7.3421267,4.342191102,,,
3421,5.066,1.4667,7.4303022,4.430366602,,,
3422,5.059,1.4466,7.3183494,4.318413802,,,
3423,5.059,1.4621,7.3967639,4.396828302,,,
3424,5.06,1.4692,7.434152,4.434216402,,,
3425,5.066,1.3989,7.0868274,4.086891802,,,
3426,5.065,1.3977,7.0793505,4.079414902,,,
3427,5.071,1.4003,7.1009213,4.100985702,,,
3428,5.071,1.3706,6.9503126,3.950377002,,,
3429,5.072,1.3567,6.8811824,3.881246802,,,
3430,5.065,1.396,7.07074,4.070804402,,,
3431,5.066,1.3997,7.0908802,4.090944602,,,
3432,5.071,1.3669,6.9315499,3.931614302,,,
3433,5.067,1.36,6.89112,3.891184402,,,
3434,5.068,1.3657,6.9213676,3.921432002,,,
3435,5.07,1.3533,6.861231,3.861295402,,,
3436,5.078,1.3545,6.878151,3.878215402,,,
3437,5.071,1.3649,6.9214079,3.921472302,,,
3438,5.071,1.3584,6.8884464,3.888510802,,,
3439,5.06,1.3799,6.982294,3.982358402,,,
3440,5.109,1.2595,6.4347855,3.434849902,,,
3441,5.069,1.025,5.195725,2.195789402,,,
3442,5.068,1.3905,7.047054,4.047118402,,,
3443,5.069,1.3904,7.0479376,4.048002002,,,
3444,5.07,1.3471,6.829797,3.829861402,,,
3445,5.071,1.3522,6.8570062,3.857070602,,,
3446,5.067,1.3861,7.0233687,4.023433102,,,
3447,5.068,1.3991,7.0906388,4.090703202,,,
3448,5.063,1.3905,7.0401015,4.040165902,,,
3449,5.058,1.4545,7.356861,4.356925402,,,
3450,5.059,1.4508,7.3395972,4.339661602,,,
3451,5.052,1.4767,7.4602884,4.460352802,,,
3452,5.054,1.5207,7.6856178,4.685682202,,,
3453,5.057,1.5293,7.7336701,4.733734502,,,
3454,5.057,1.4445,7.3048365,4.304900902,,,
3455,5.056,1.4861,7.5137216,4.513786002,,,
3456,5.068,1.3997,7.0936796,4.093744002,,,
3457,5.058,1.4036,7.0994088,4.099473202,,,
3458,5.051,1.4457,7.3022307,4.302295102,,,
3459,5.056,1.5144,7.6568064,4.656870802,,,
3460,5.056,1.4906,7.5364736,4.536538002,,,
3461,5.054,1.5146,7.6547884,4.654852802,,,
3462,5.057,1.4963,7.5667891,4.566853502,,,
3463,5.062,1.4378,7.2781436,4.278208002,,,
3464,5.058,1.4333,7.2496314,4.249695802,,,
3465,5.056,1.4682,7.4232192,4.423283602,,,
3466,5.053,1.5201,7.6810653,4.681129702,,,
3467,5.059,1.4891,7.5333569,4.533421302,,,
3468,5.051,1.4262,7.2037362,4.203800602,,,
3469,5.049,1.5305,7.7274945,4.727558902,,,
3470,5.052,1.5334,7.7467368,4.746801202,,,
3471,5.054,1.5248,7.7063392,4.706403602,,,
3472,5.057,1.5036,7.6037052,4.603769602,,,
3473,5.062,1.4498,7.3388876,4.338952002,,,
3474,5.054,1.4816,7.4880064,4.488070802,,,
3475,5.054,1.4987,7.5744298,4.574494202,,,
3476,5.056,1.4902,7.5344512,4.534515602,,,
3477,5.055,1.4924,7.544082,4.544146402,,,
3478,5.061,1.5052,7.6178172,4.617881602,,,
3479,5.065,1.492,7.55698,4.557044402,,,
3480,5.056,1.4268,7.2139008,4.213965202,,,
3481,5.063,1.4726,7.4557738,4.455838202,,,
3482,5.053,1.4568,7.3612104,4.361274802,,,
3483,5.055,1.4832,7.497576,4.497640402,,,
3484,5.053,1.4834,7.4956202,4.495684602,,,
3485,5.056,1.4904,7.5354624,4.535526802,,,
3486,5.056,1.4963,7.5652928,4.565357202,,,
3487,5.057,1.4816,7.4924512,4.492515602,,,
3488,5.061,1.4521,7.3490781,4.349142502,,,
3489,5.062,1.4366,7.2720692,4.272133602,,,
3490,5.064,1.429,7.236456,4.236520402,,,
3491,5.059,1.4396,7.2829364,4.283000802,,,
3492,5.062,1.4394,7.2862428,4.286307202,,,
3493,5.057,1.4515,7.3402355,4.340299902,,,
3494,5.051,1.5258,7.7068158,4.706880202,,,
3495,5.055,1.5197,7.6820835,4.682147902,,,
3496,5.057,1.4372,7.2679204,4.267984802,,,
3497,5.052,1.5193,7.6755036,4.675568002,,,
3498,5.054,1.5244,7.7043176,4.704382002,,,
3499,5.059,1.5034,7.6057006,4.605765002,,,
3500,5.054,1.5111,7.6370994,4.637163802,,,
3501,5.056,1.4985,7.576416,4.576480402,,,
3502,5.055,1.4973,7.5688515,4.568915902,,,
3503,5.054,1.4301,7.2277254,4.227789802,,,
3504,5.057,1.4641,7.4039537,4.404018102,,,
3505,5.054,1.4885,7.522879,4.522943402,,,
3506,5.057,1.4902,7.5359414,4.536005802,,,
3507,5.049,1.5028,7.5876372,4.587701602,,,
3508,5.055,1.5181,7.6739955,4.674059902,,,
3509,5.056,1.4843,7.5046208,4.504685202,,,
3510,5.06,1.4429,7.301074,4.301138402,,,
3511,5.067,1.4462,7.3278954,4.327959802,,,
3512,5.062,1.393,7.051366,4.051430402,,,
3513,5.06,1.4313,7.242378,4.242442402,,,
3514,5.063,1.4335,7.2578105,4.257874902,,,
3515,5.06,1.4435,7.30411,4.304174402,,,
3516,5.058,1.4225,7.195005,4.195069402,,,
3517,5.059,1.4201,7.1842859,4.184350302,,,
3518,5.082,1.46,7.41972,4.419784402,,,
3519,5.088,1.2396,6.3070848,3.307149202,,,
3520,5.088,1.2011,6.1111968,3.111261202,,,
3521,5.085,1.2353,6.2815005,3.281564902,,,
3522,5.087,1.2422,6.3190714,3.319135802,,,
3523,5.08,1.2418,6.308344,3.308408402,,,
3524,5.076,1.3209,6.7048884,3.704952802,,,
3525,5.075,1.3227,6.7127025,3.712766902,,,
3526,5.076,1.329,6.746004,3.746068402,,,
3527,5.08,1.2952,6.579616,3.579680402,,,
3528,5.085,1.2227,6.2174295,3.217493902,,,
3529,5.083,1.2396,6.3008868,3.300951202,,,
3530,5.076,1.2565,6.377994,3.378058402,,,
3531,5.076,1.4115,7.164774,4.164838402,,,
3532,5.082,1.2891,6.5512062,3.551270602,,,
3533,5.081,1.2239,6.2186359,3.218700302,,,
3534,5.086,1.2168,6.1886448,3.188709202,,,
3535,5.085,1.2029,6.1167465,3.116810902,,,
3536,5.087,1.3414,6.8237018,3.823766202,,,
3537,5.085,1.2259,6.2337015,3.233765902,,,
3538,5.084,1.2756,6.4851504,3.485214802,,,
3539,5.059,1.512,7.649208,4.649272402,,,
3540,5.056,1.5123,7.6461888,4.646253202,,,
3541,5.051,1.5012,7.5825612,4.582625602,,,
3542,5.077,1.4671,7.4484667,4.448531102,,,
3543,5.078,1.2659,6.4282402,3.428304602,,,
3544,5.074,1.3482,6.8407668,3.840831202,,,
