frame_number,original_frame_number,frame_with_full_frame,time_stamp_in_original_video
9702,13086,,07:31
9706,13091,,07:31
9707,13094,,07:31
9709,13098,,07:31
9711,13101,,07:31
9712,13103,,07:31
9713,13105,,07:31
9714,13107,,07:31
9718,13112,,07:32
9722,13119,,07:32
9723,13121,,07:32
9725,13126,,07:32
9727,13131,,07:32
9728,13133,,07:32
9729,13137,,07:33
9730,13139,,07:33
9734,13144,,07:33
9738,13149,,07:33
9740,13152,,07:33
9741,13156,,07:33
9744,13164,,07:33
9745,13166,,07:34
9763,13185,,07:34
9770,13195,,07:35
9771,13197,,07:35
9772,13202,9772,07:35
9773,13205,,07:35
9779,13212,,07:35
9788,13222,,07:35
9792,13227,,07:36
9798,13235,,07:36
9802,13242,,07:36
9805,13246,,07:36
9806,13248,,07:36
9809,13255,,07:37
9815,13262,,07:37
9822,13273,,07:37
9823,13275,,07:37
9824,13279,,07:37
9833,13290,,07:38
9834,13294,,07:38
9835,13296,,07:38
9837,13299,,07:38
9843,13314,,07:39
9845,13317,,07:39
9847,13320,,07:39
9859,13334,,07:39
9861,13337,,07:39
9874,13351,,07:40
9875,13354,,07:40
9876,13357,,07:40
9877,13359,,07:40
9878,13362,,07:40
9884,13369,,07:41
9887,13374,,07:41
9891,13379,,07:41
9897,13386,,07:41
9900,13393,,07:41
9901,13396,,07:41
9902,13399,,07:42
9903,13401,,07:42
9904,13407,,07:42
9907,13424,,07:42
9909,13429,,07:43
9910,13431,,07:43
9914,13437,,07:43
9915,13439,,07:43
9918,13443,,07:43
9920,13448,,07:43
9921,13456,,07:44
9923,13461,,07:44
9924,13464,,07:44
9927,13468,,07:44
9928,13470,,07:44
9932,13478,,07:44
9933,13480,,07:44
9934,13483,,07:44
9937,13488,,07:45
9940,13492,,07:45
9942,13495,,07:45
9945,13500,9945,07:45
9959,13522,,07:46
9963,13527,,07:46
9970,13542,,07:46
9971,13548,,07:47
9972,13550,,07:47
9973,13552,,07:47
9974,13554,,07:47
9977,13560,,07:47
9978,13571,,07:47
9979,13582,,07:48
9981,13587,,07:48
9982,13589,,07:48
9983,13591,,07:48
9984,13593,,07:48
9985,13601,,07:49
9986,13606,,07:49
9988,13613,,07:49
9989,13625,,07:49
9990,13630,,07:50
9991,13634,,07:50
9992,13636,,07:50
9993,13648,,07:50
9998,13657,,07:50
10009,13670,,07:51
10010,13672,,07:51
10018,13683,,07:51
10019,13687,,07:51
10020,13701,,07:52
10021,13705,,07:52
10022,13722,,07:53
10023,13749,,07:54
10024,13751,,07:54
10025,13762,,07:54
10027,13766,,07:54
10029,13775,,07:55
10030,13781,,07:55
10031,13786,,07:55
10032,13791,,07:55
10033,13798,,07:55
10034,13823,10034,07:56
10037,13829,,07:56
10038,13831,,07:56
10039,13833,,07:57
10041,13840,,07:57
10044,13844,,07:57
10045,13853,,07:57
10046,13861,,07:57
10047,13863,,07:58
10051,13870,,07:58
10057,13878,,07:58
10058,13880,,07:58
10063,13887,,07:58
10070,13901,,07:59
10072,13904,,07:59
10078,13911,,07:59
10079,13913,,07:59
10082,13917,,07:59
10084,13920,,08:00
10085,13923,,08:00
10087,13926,,08:00
10089,13930,,08:00
10090,13933,,08:00
10091,13938,,08:00
10095,13943,,08:00
10098,13947,,08:00
10099,13950,,08:01
10104,13956,,08:01
10106,13962,,08:01
10107,13964,,08:01
10109,13967,,08:01
10115,13975,,08:01
10118,13987,,08:02
10119,13989,,08:02
10120,13995,,08:02
10121,14001,,08:02
10123,14006,,08:02
10124,14053,,08:04
10126,14060,,08:04
10127,14064,,08:04
10128,14073,,08:05
10129,14096,,08:06
10130,14141,10130,08:07
10131,14147,,08:07
10132,14151,,08:07
10134,14163,,08:08
10135,14165,,08:08
10136,14167,,08:08
10137,14169,,08:08
10140,14174,,08:08
10144,14179,,08:08
10150,14186,,08:09
10155,14193,,08:09
10156,14199,,08:09
10157,14206,,08:09
10158,14209,,08:09
10159,14211,,08:10
10160,14213,,08:10
10161,14215,,08:10
10162,14218,,08:10
10163,14222,,08:10
10164,14224,,08:10
10165,14230,,08:10
10166,14244,,08:11
10167,14249,,08:11
10182,14266,,08:11
10183,14268,,08:12
10194,14280,,08:12
10196,14283,,08:12
10200,14289,,08:12
10204,14296,,08:12
10205,14310,,08:13
10206,14322,,08:13
10207,14324,,08:13
10208,14326,,08:14
10209,14329,,08:14
10211,14332,,08:14
10212,14334,,08:14
10216,14342,,08:14
10217,14348,,08:14
10218,14352,,08:14
10221,14357,,08:15
10222,14362,,08:15
10223,14368,,08:15
10224,14371,,08:15
10225,14373,,08:15
10231,14380,,08:15
10234,14387,,08:16
10245,14404,10245,08:16
10252,14412,,08:16
10255,14417,,08:17
10267,14432,,08:17
10278,14447,,08:18
10279,14465,,08:18
10280,14467,,08:18
10282,14472,,08:19
10283,14481,,08:19
10284,14483,,08:19
10287,14489,,08:19
10308,14511,,08:20
10325,14529,,08:21
10326,14531,,08:21
10330,14537,,08:21
10334,14542,,08:21
10360,14569,,08:22
10365,14575,,08:22
10372,14583,,08:22
10376,14588,,08:23
10379,14592,,08:23
10384,14602,,08:23
10385,14606,,08:23
10388,14613,,08:23
10395,14621,,08:24
10396,14624,,08:24
10400,14629,,08:24
10403,14635,,08:24
10406,14639,,08:24
10410,14644,,08:24
10421,14656,,08:25
10424,14660,,08:25
10427,14665,,08:25
10447,14687,,08:26
10525,14766,10525,08:29
10617,14859,,08:32
10619,14862,,08:32
10629,14873,,08:32
10632,14879,,08:33
10634,14882,,08:33
10642,14894,,08:33
10644,14897,,08:33
10650,14904,,08:33
10663,14918,,08:34
10678,14934,,08:34
10687,14945,,08:35
10688,14949,,08:35
10692,14954,,08:35
10729,14992,,08:36
10813,15077,10813,08:39
10851,15116,,08:41
10855,15121,,08:41
10876,15144,,08:42
10899,15168,,08:43
10907,15179,,08:43
10913,15187,,08:43
10917,15194,,08:43
10932,15210,,08:44
10934,15213,,08:44
10940,15222,,08:44
10948,15232,,08:45
10982,15269,,08:46
10984,15272,,08:46
10990,15280,,08:46
10992,15305,10992,08:47
10993,15308,,08:47
10994,15310,,08:47
10995,15315,,08:48
11005,15326,,08:48
11019,15341,,08:49
11025,15348,,08:49
11026,15350,,08:49
11028,15356,,08:49
11038,15370,,08:50
11039,15372,,08:50
11040,15374,,08:50
11041,15379,,08:50
11042,15385,,08:50
11043,15387,,08:50
11044,15390,,08:50
11045,15392,,08:50
11053,15404,,08:51
11054,15406,,08:51
11056,15409,,08:51
11061,15417,,08:51
11063,15421,,08:51
11070,15432,,08:52
11071,15434,,08:52
11072,15443,,08:52
11073,15451,,08:52
11074,15457,,08:53
11076,15464,,08:53
11077,15467,,08:53
11078,15469,,08:53
11079,15472,,08:53
11080,15483,,08:53
11102,15506,,08:54
11104,15513,,08:54
11106,15516,,08:55
11109,15522,,08:55
11111,15532,,08:55
11112,15550,,08:56
11113,15563,,08:56
11114,15576,,08:57
11116,15581,,08:57
11118,15584,,08:57
11119,15588,,08:57
11120,15592,,08:57
11127,15600,11127,08:57
11160,15634,,08:59
11181,15661,,09:00
11183,15664,,09:00
11186,15668,,09:00
11187,15670,,09:00
11202,15696,,09:01
11203,15701,,09:01
11221,15720,,09:02
11223,15723,,09:02
11227,15728,,09:02
11230,15732,,09:02
11233,15736,,09:02
11235,15745,,09:02
11236,15751,,09:03
11239,15755,,09:03
11240,15760,,09:03
11241,15765,,09:03
11243,15768,,09:03
11247,15773,,09:03
11251,15778,,09:04
11262,15791,,09:04
11270,15800,,09:04
11271,15802,,09:04
11272,15807,,09:05
11278,15815,,09:05
11284,15822,,09:05
11285,15824,,09:05
11286,15829,,09:05
11288,15834,,09:06
11290,15838,,09:06
11327,15878,,09:07
11328,15880,,09:07
11330,15884,,09:07
11335,15890,,09:07
11336,15892,,09:08
11340,15897,,09:08
11344,15902,11344,09:08
11350,15909,,09:08
11359,15919,,09:08
11363,15927,,09:09
11366,15932,,09:09
11370,15937,,09:09
11372,15941,,09:09
11392,15969,,09:10
11396,15974,,09:10
11402,15981,,09:11
11449,16030,,09:12
11450,16037,,09:13
11451,16043,,09:13
11454,16049,,09:13
11457,16053,,09:13
11471,16069,,09:14
11476,16075,,09:14
11523,16123,,09:15
11528,16129,,09:16
11537,16139,,09:16
11542,16145,,09:16
11551,16156,,09:17
11555,16161,,09:17
11567,16176,,09:17
11568,16180,,09:17
11569,16182,,09:18
11570,16185,,09:18
11573,16189,,09:18
11574,16191,,09:18
11578,16197,,09:18
11579,16199,,09:18
11580,16202,11580,09:18
11581,16209,,09:18
11585,16219,,09:19
11642,16277,,09:21
11647,16283,,09:21
11678,16315,,09:22
11698,16336,,09:23
11701,16340,,09:23
11712,16352,,09:23
11794,16435,,09:26
11806,16448,,09:27
11817,16460,,09:27
11949,16593,11949,09:32
11952,16597,,09:32
12051,16697,,09:35
12056,16703,,09:35
12060,16708,,09:36
12065,16714,,09:36
12084,16734,,09:37
12093,16744,,09:37
12102,16754,,09:37
12112,16766,,09:38
12124,16780,,09:38
12126,16783,,09:38
12127,16785,,09:38
12129,16788,,09:38
12139,16801,12139,09:39
12141,16806,,09:39
12144,16810,,09:39
12145,16812,,09:39
12146,16816,,09:39
12147,16819,,09:39
12148,16822,,09:40
12151,16826,,09:40
12159,16835,,09:40
12163,16840,,09:40
12172,16850,,09:41
12174,16853,,09:41
12177,16857,,09:41
12187,16869,,09:41
12201,16887,,09:42
12204,16891,,09:42
12211,16899,,09:42
12213,16902,,09:42
12214,16905,,09:42
12218,16910,,09:43
12220,16915,,09:43
12221,16919,,09:43
12222,16923,,09:43
12223,16926,,09:43
12224,16928,,09:43
12225,16931,,09:43
12226,16933,,09:43
12227,16935,,09:43
12231,16944,,09:44
12233,16950,,09:44
12234,16952,,09:44
12235,16958,,09:44
12236,16965,,09:45
12237,16975,,09:45
12239,16978,,09:45
12240,16980,,09:45
12241,16982,,09:45
12245,16988,,09:45
12247,16992,,09:45
12249,16995,,09:46
12251,16998,,09:46
12252,17001,,09:46
12253,17003,,09:46
12254,17005,,09:46
12255,17008,,09:46
12256,17012,,09:46
12257,17014,,09:46
12262,17021,,09:46
12267,17030,,09:47
12272,17036,,09:47
12273,17039,,09:47
12274,17042,,09:47
12278,17047,,09:47
12279,17049,,09:47
12282,17055,,09:48
12285,17060,,09:48
12286,17084,,09:49
12287,17091,,09:49
12288,17096,,09:49
12290,17099,,09:49
12295,17105,12295,09:49
12299,17110,,09:50
12300,17113,,09:50
12307,17122,,09:50
12312,17128,,09:50
12316,17135,,09:50
12322,17142,,09:51
12328,17150,,09:51
12330,17153,,09:51
12337,17163,,09:51
12349,17176,,09:52
12359,17187,,09:52
12383,17212,,09:53
12393,17224,,09:53
12395,17230,,09:54
12397,17233,,09:54
12405,17256,,09:55
12406,17258,,09:55
12407,17260,,09:55
12409,17273,,09:55
12410,17275,,09:55
12411,17277,,09:55
12421,17288,,09:56
12423,17291,,09:56
12424,17293,,09:56
12433,17304,,09:56
12436,17320,,09:57
12438,17324,,09:57
12447,17334,,09:57
12449,17337,,09:57
12450,17339,,09:57
12451,17341,,09:57
12452,17343,,09:58
12454,17347,,09:58
12456,17351,,09:58
12463,17360,,09:58
12464,17363,,09:58
12465,17367,,09:58
12466,17370,,09:58
12468,17376,,09:59
12475,17386,,09:59
12564,17476,12564,10:02
12618,17531,,10:04
12641,17555,,10:05
12645,17561,,10:05
12667,17584,,10:06
12805,17723,12805,10:11
12829,17749,,10:12
12843,17764,,10:12
12866,17788,,10:13
12880,17803,,10:13
12898,17822,,10:14
12905,17830,,10:14
12909,17836,,10:15
12917,17845,,10:15
12931,17860,,10:15
12942,17872,,10:16
12946,17877,,10:16
12952,17885,,10:16
12973,17907,,10:17
12974,17909,,10:17
12986,17923,,10:18
12988,17926,,10:18
13062,18002,13062,10:20
13086,18027,,10:21
13100,18043,,10:22
13105,18049,,10:22
13368,18319,13368,10:31
13369,18322,,10:31
13371,18325,,10:31
13379,18336,,10:32
13388,18346,,10:32
13390,18349,,10:32
13403,18363,,10:33
13415,18376,,10:33
13423,18386,,10:34
13449,18416,,10:35
13450,18419,,10:35
13451,18421,,10:35
13585,18556,,10:39
13587,18559,,10:39
13606,18579,,10:40
13611,18586,,10:40
13639,18615,13639,10:41
13643,18620,,10:42
13647,18625,,10:42
13650,18629,,10:42
13661,18641,,10:42
13665,18657,,10:43
13666,18664,,10:43
13673,18672,,10:43
13684,18686,,10:44
13686,18693,,10:44
13692,18703,,10:44
13693,18709,,10:45
13694,18716,,10:45
13703,18728,,10:45
13707,18735,,10:46
13708,18737,,10:46
13709,18748,,10:46
13711,18760,,10:46
13712,18762,,10:46
13714,18766,,10:47
13718,18771,,10:47
13723,18778,,10:47
13728,18785,,10:47
13730,18790,,10:47
13733,18824,,10:49
13749,18841,,10:49
13751,18852,,10:50
13752,18886,,10:51
13758,18893,,10:51
13768,18904,13768,10:51
13770,18907,,10:51
13772,18910,,10:52
13777,18920,,10:52
13779,18924,,10:52
13786,18934,,10:52
13787,18937,,10:53
13788,18942,,10:53
13789,18945,,10:53
13802,18959,,10:53
13808,18967,,10:54
13809,18971,,10:54
13810,18992,,10:54
13815,18998,,10:55
13817,19007,,10:55
13819,19026,,10:56
13820,19029,,10:56
13822,19032,,10:56
13830,19045,,10:56
13831,19047,,10:56
13835,19052,,10:56
13839,19057,,10:57
13845,19064,,10:57
13857,19077,,10:57
13861,19085,,10:58
13886,19111,,10:59
13894,19120,,10:59
13899,19126,,10:59
13901,19129,,10:59
13912,19141,,11:00
13932,19162,,11:00
13971,19202,13971,11:02
13977,19209,,11:02
14004,19237,,11:03
14006,19240,,11:03
14007,19245,,11:03
14008,19247,,11:03
14013,19253,,11:03
14083,19324,,11:06
14104,19346,,11:07
14167,19410,,11:09
14194,19439,,11:10
14195,19442,,11:10
14199,19448,,11:10
14231,19481,,11:11
14246,19497,,11:12
14253,19505,14253,11:12
14259,19512,,11:12
14265,19519,,11:13
14269,19524,,11:13
14285,19541,,11:13
14370,19628,,11:16
14401,19660,,11:17
14407,19668,,11:18
14452,19714,,11:19
14457,19720,,11:20
14458,19722,,11:20
14459,19724,,11:20
14484,19750,,11:21
14487,19757,,11:21
14488,19759,,11:21
14489,19761,,11:21
14490,19763,,11:21
14491,19768,,11:21
14493,19773,,11:21
14495,19776,,11:21
14499,19782,,11:22
14500,19785,,11:22
14502,19790,,11:22
14503,19795,,11:22
14511,19804,14511,11:22
14518,19812,,11:23
14545,19841,,11:24
14547,19849,,11:24
14548,19853,,11:24
14549,19855,,11:24
14550,19859,,11:24
14552,19862,,11:24
14554,19865,,11:25
14555,19868,,11:25
14556,19872,,11:25
14557,19875,,11:25
14558,19877,,11:25
14559,19880,,11:25
14561,19883,,11:25
14563,19886,,11:25
14565,19889,,11:25
14567,19892,,11:25
14571,19898,,11:26
14574,19902,,11:26
14577,19906,,11:26
14578,19908,,11:26
14580,19911,,11:26
14594,19926,,11:27
14596,19930,,11:27
14597,19932,,11:27
14598,19934,,11:27
14604,19942,,11:27
14608,19948,,11:27
14610,19952,,11:28
14618,19961,,11:28
14641,19985,,11:29
14646,19992,,11:29
14655,20002,,11:29
14669,20017,,11:30
14677,20027,,11:30
14679,20031,,11:30
14680,20033,,11:30
14690,20046,,11:31
14691,20048,,11:31
14692,20050,,11:31
14734,20093,,11:32
14782,20142,14782,11:34
14785,20146,,11:34
14803,20165,,11:35
14824,20187,,11:36
14862,20226,,11:37
15014,20379,,11:42
15018,20384,,11:42
15041,20408,15041,11:43
15503,20871,15503,11:59
15527,20898,,12:00
15723,21095,15723,12:07
15802,21177,,12:10
15804,21181,,12:10
15807,21187,,12:10
15828,21209,,12:11
15883,21265,,12:13
15893,21276,,12:13
15895,21279,,12:13
15906,21291,,12:14
15907,21293,,12:14
15950,21337,15950,12:15
15999,21388,,12:17
16001,21394,,12:17
16002,21397,,12:17
16004,21400,,12:17
16006,21403,,12:18
16008,21406,,12:18
16010,21409,,12:18
16016,21417,,12:18
16017,21420,,12:18
16018,21422,,12:18
16020,21425,,12:18
16026,21432,,12:19
16038,21445,,12:19
16112,21520,,12:22
16201,21610,16201,12:25
16211,21622,,12:25
16216,21628,,12:25
16225,21638,,12:26
16226,21640,,12:26
16237,21652,,12:26
16238,21654,,12:26
16247,21664,,12:27
16251,21669,,12:27
16254,21674,,12:27
16255,21676,,12:27
16285,21707,,12:28
16309,21732,,12:29
16325,21749,,12:29
16328,21754,,12:30
16329,21756,,12:30
16334,21762,,12:30
16344,21773,,12:30
16381,21811,,12:32
16453,21884,,12:34
16500,21932,16500,12:36
16504,21937,,12:36
16513,21947,,12:36
16518,21954,,12:37
16519,21956,,12:37
16542,21980,,12:37
16554,21993,,12:38
16602,22042,,12:40
16607,22048,,12:40
16611,22053,,12:40
16616,22059,,12:40
16621,22065,,12:40
16630,22075,,12:41
16651,22097,,12:41
16660,22107,,12:42
16667,22115,,12:42
16668,22117,,12:42
16669,22119,,12:42
16670,22121,,12:42
16675,22131,,12:43
16676,22133,,12:43
16686,22145,,12:43
16690,22150,,12:43
16694,22156,,12:44
16783,22246,16783,12:47
16802,22266,,12:47
16809,22274,,12:48
16814,22280,,12:48
16817,22284,,12:48
16819,22287,,12:48
16825,22296,,12:48
16831,22303,,12:49
16838,22311,,12:49
16840,22316,,12:49
16853,22330,,12:50
16858,22336,,12:50
16859,22338,,12:50
16860,22342,,12:50
16863,22347,,12:50
16864,22349,,12:50
16865,22352,,12:50
16875,22363,,12:51
16876,22366,,12:51
16883,22375,,12:51
16886,22380,,12:51
16889,22384,,12:51
16890,22387,,12:51
16901,22399,,12:52
16915,22415,,12:52
16941,22444,,12:53
16943,22447,,12:54
16944,22450,,12:54
16945,22452,,12:54
16948,22470,,12:54
16949,22473,,12:54
16951,22479,,12:55
16954,22483,,12:55
16959,22489,,12:55
16964,22496,,12:55
16966,22502,16966,12:55
16967,22504,,12:56
16968,22506,,12:56
16969,22509,,12:56
16971,22513,,12:56
16984,22527,,12:56
16988,22532,,12:56
16995,22540,,12:57
16996,22545,,12:57
17000,22552,,12:57
17001,22555,,12:57
17003,22558,,12:57
17005,22562,,12:58
17026,22584,,12:58
17032,22591,,12:59
17036,22596,,12:59
17037,22598,,12:59
17039,22601,,12:59
17044,22607,,12:59
17047,22611,,12:59
17052,22619,,12:59
17054,22626,,13:00
17056,22629,,13:00
17057,22633,,13:00
