frame_number,original_frame_number,frame_with_full_frame
12432,17815,
12451,17835,
12460,17845,
12486,17872,
12488,17875,
12489,17877,
12496,17885,
12500,17890,
12506,17898,
12508,17901,
12528,17924,
12539,17937,
12560,17959,
12602,18002,12602
12626,18027,
12640,18042,
12646,18049,
12651,18055,
12664,18069,
12902,18309,12902
12907,18315,
12908,18323,
12909,18325,
12912,18329,
12915,18336,
12919,18341,
12922,18346,
12923,18348,
12937,18363,
12941,18369,
12955,18386,
12957,18390,
12960,18394,
12979,18414,
12980,18416,
12984,18422,
12998,18437,
13018,18458,
13026,18467,
13048,18490,
13116,18560,
13139,18584,
13140,18588,
13161,18610,13161
13165,18615,
13168,18620,
13175,18629,
13178,18633,
13181,18637,
13183,18641,
13187,18658,
13188,18664,
13189,18666,
13190,18668,
13192,18671,
13196,18676,
13200,18682,
13202,18687,
13203,18691,
13204,18694,
13209,18702,
13210,18709,
13211,18716,
13214,18720,
13219,18728,
13220,18730,
13222,18734,
13226,18743,
13227,18756,
13228,18760,
13232,18765,
13236,18771,
13241,18778,
13245,18784,
13248,18789,
13252,18824,
13271,18886,
13273,18889,
13274,18891,
13275,18893,
13277,18896,
13278,18898,
13281,18902,13281
13285,18907,
13288,18913,
13290,18925,
13294,18930,
13295,18934,
13296,18937,
13297,18944,
13311,18959,
13319,18977,
13320,18983,
13321,18993,
13325,18998,
13327,19002,
13328,19004,
13329,19007,
13331,19010,
13332,19029,
13344,19045,
13345,19047,
13349,19052,
13352,19057,
13356,19064,
13371,19081,
13373,19086,
13405,19121,
13408,19126,
13410,19129,
13411,19131,
13412,19133,
13418,19141,
13438,19162,
13484,19209,13484
13497,19223,
13512,19240,
13514,19243,
13522,19252,
13532,19263,
13534,19266,
13539,19272,
13586,19321,
13595,19331,
13609,19346,
13655,19393,
13671,19410,
13682,19422,
13686,19427,
13692,19436,
13693,19438,
13695,19445,
13696,19447,
13745,19497,
13749,19502,13749
13750,19505,
13768,19524,
13770,19527,
13771,19530,
13776,19536,
13780,19541,
13847,19609,
13864,19627,
13873,19637,
13884,19649,
13894,19660,
13902,19670,
13942,19711,
13944,19714,
13949,19720,
13950,19722,
13951,19724,
13965,19739,
13970,19745,
13975,19751,
13977,19754,
13979,19757,
13982,19765,
13983,19767,
13986,19772,
13989,19776,
13990,19778,
13993,19785,
13995,19788,
13998,19795,
14014,19812,14014
14041,19840,
14042,19842,
14043,19849,
14044,19851,
14045,19853,
14046,19855,
14047,19858,
14050,19863,
14053,19867,
14055,19872,
14056,19875,
14057,19877,
14058,19880,
14060,19885,
14061,19889,
14063,19892,
14067,19898,
14070,19902,
14075,19910,
14088,19924,
14089,19926,
14092,19931,
14094,19934,
14098,19939,
14099,19941,
14104,19947,
14106,19953,
14108,19956,
14118,19967,
14135,19985,
14163,20014,
14168,20021,
14170,20027,
14179,20037,
14185,20048,
14226,20090,
14232,20097,
14237,20103,14237
14265,20132,
14297,20165,
14318,20188,
14359,20230,
14407,20279,
14505,20379,
14618,20493,14618
14991,20867,14991
15021,20898,
15284,21162,15284
15296,21177,
15298,21181,
15301,21186,
15304,21190,
15307,21194,
15321,21210,
15401,21293,
15444,21337,15444
15480,21374,
15493,21388,
15496,21392,
15497,21394,
15498,21396,
15501,21400,
15505,21405,
15507,21409,
15512,21417,
15513,21419,
15516,21423,
15517,21425,
15528,21437,
15534,21445,
15537,21449,
15548,21462,
15648,21563,
15693,21609,15693
15704,21622,
15719,21638,
15720,21640,
15734,21655,
15737,21659,
15741,21664,
15744,21668,
15748,21674,
15749,21676,
15796,21724,
15803,21732,
15819,21749,
15822,21754,
15825,21758,
15828,21762,
15843,21778,
15870,21806,
15921,21858,
15988,21926,15988
15993,21934,
16011,21954,
16030,21974,
16050,21995,
16067,22013,
16072,22019,
16100,22048,
16109,22058,
16115,22065,
16119,22070,
16122,22076,
16126,22081,
16132,22088,
16139,22096,
16141,22100,
16143,22103,
16144,22105,
16150,22112,
16151,22115,
16152,22117,
16153,22119,
16159,22127,
16160,22132,
16162,22135,
16170,22144,
16174,22150,
16177,22156,
16265,22246,16265
16275,22257,
16276,22259,
16282,22266,
16294,22280,
16300,22287,
16306,22295,
16308,22298,
16312,22303,
16316,22309,
16317,22311,
16320,22317,
16321,22319,
16326,22326,
16328,22331,
16331,22335,
16336,22343,
16338,22347,
16339,22349,
16340,22354,
16341,22356,
16348,22366,
16354,22374,
16355,22376,
16357,22381,
16361,22387,
16370,22397,
16379,22409,
16383,22415,
16390,22423,
16405,22439,
16407,22447,
16408,22452,
16410,22470,
16411,22474,
16412,22476,
16413,22480,
16414,22483,
16425,22495,
16428,22500,16428
16429,22502,
16432,22506,
16433,22509,
16435,22513,
16453,22532,
16458,22538,
16459,22540,
16460,22543,
16467,22555,
16468,22558,
16469,22561,
16485,22579,
16492,22587,
16502,22598,
16505,22602,
16509,22607,
16512,22611,
16517,22619,
16520,22625,
16523,22634,
